start,end,n_points,peak_score
2013-01-07 21:37:00,2013-01-07 21:37:00,1,0.3265916
2013-01-07 23:13:00,2013-01-07 23:13:00,1,0.23498388
2013-01-08 17:24:30,2013-01-08 17:24:30,1,0.2286375
2013-01-08 18:36:30,2013-01-08 18:36:30,1,0.22901762
2013-01-10 01:18:30,2013-01-10 01:18:30,1,0.23188902
2013-01-10 17:32:00,2013-01-10 17:32:00,1,0.21629806
2013-01-11 01:42:30,2013-01-11 01:42:30,1,0.22352138
2013-01-11 03:15:00,2013-01-11 03:15:00,1,0.239059
2013-01-19 13:30:30,2013-01-19 13:30:30,1,0.21995533
2013-01-11 13:26:30,2013-01-11 13:26:30,1,0.21255094
2013-01-12 05:22:00,2013-01-12 05:22:00,1,0.21289274
2013-01-13 08:09:00,2013-01-13 08:09:00,1,0.2181926
2013-01-13 08:44:00,2013-01-13 08:44:00,1,0.22400628
2013-01-13 09:58:30,2013-01-13 09:58:30,1,0.21422008
2013-01-14 05:10:30,2013-01-14 05:10:30,1,0.23020458
2013-01-15 10:05:00,2013-01-15 10:05:00,1,0.22163673
2013-01-16 06:05:00,2013-01-16 06:05:00,1,0.2130786
2013-01-16 14:28:30,2013-01-16 14:28:30,1,0.22760284
2013-01-17 04:17:00,2013-01-17 04:17:00,1,0.2738059
2013-01-17 05:07:00,2013-01-17 05:07:00,1,0.2442879
2013-01-17 09:39:30,2013-01-17 09:39:30,1,0.23174366
2013-01-17 17:13:00,2013-01-17 17:13:00,1,0.24266107
2013-01-19 05:39:30,2013-01-19 05:39:30,1,0.2661887
2013-01-19 11:26:30,2013-01-19 11:26:30,1,0.2541591
2013-01-11 04:34:30,2013-01-11 04:34:30,1,0.23984858
2013-02-27 02:44:30,2013-02-27 02:44:30,1,0.21295244
2013-02-27 08:49:00,2013-02-27 08:49:00,1,0.21392415
2013-02-27 13:30:30,2013-02-27 13:30:30,1,0.22058769
2013-02-27 18:54:30,2013-02-27 18:54:30,1,0.23764093
2013-02-27 23:02:30,2013-02-27 23:02:30,1,0.22121505
2013-02-28 13:53:00,2013-02-28 13:53:00,1,0.24201654
2013-03-01 14:05:00,2013-03-01 14:05:00,1,0.21975474
2013-03-02 18:38:30,2013-03-02 18:38:30,1,0.25584552
2013-03-02 23:26:30,2013-03-02 23:26:30,1,0.21937704
2013-03-03 18:49:00,2013-03-03 18:49:00,1,0.23655921
2013-03-03 19:31:30,2013-03-03 19:31:30,1,0.21348715
2013-03-03 23:16:30,2013-03-03 23:16:30,1,0.23754475
2013-03-05 19:15:30,2013-03-05 19:15:30,1,0.21430822
2013-03-06 10:57:30,2013-03-06 10:57:30,1,0.21146463
2013-03-06 15:05:00,2013-03-06 15:05:00,1,0.21464194
2013-02-03 21:05:00,2013-02-03 21:05:00,1,0.2448606
2013-03-07 18:51:30,2013-03-07 18:51:30,1,0.21236701
2013-03-08 04:20:00,2013-03-08 04:20:00,1,0.21871199
2013-03-08 05:37:00,2013-03-08 05:37:00,1,0.22428231
2013-03-08 13:30:30,2013-03-08 13:30:30,1,0.23144917
2013-03-08 15:13:00,2013-03-08 15:13:00,1,0.22258876
2013-03-08 19:05:00,2013-03-08 19:05:00,1,0.289127
2013-03-08 22:46:30,2013-03-08 22:46:30,1,0.27831885
2013-03-09 08:38:30,2013-03-09 08:38:30,1,0.2304173
2013-03-09 17:10:30,2013-03-09 17:10:30,1,0.24921446
2013-03-09 20:13:00,2013-03-09 20:13:00,1,0.22923507
2013-03-10 10:11:30,2013-03-10 10:11:30,1,0.22687288
2013-03-10 10:33:00,2013-03-10 10:33:00,1,0.26004305
2013-03-11 04:04:00,2013-03-11 04:04:00,1,0.22354004
2013-03-11 05:16:30,2013-03-11 05:16:30,1,0.24606168
2013-03-11 06:04:30,2013-03-11 06:04:30,1,0.23966011
2013-03-07 10:22:30,2013-03-07 10:22:30,1,0.28524208
2013-02-04 02:04:30,2013-02-04 02:04:30,1,0.27018005
2013-02-04 20:52:00,2013-02-04 20:52:00,1,0.24904808
2013-02-05 04:57:00,2013-02-05 04:57:00,1,0.22873582
2013-02-06 12:09:00,2013-02-06 12:09:00,1,0.27204537
2013-02-07 15:26:30,2013-02-07 15:26:30,1,0.21754265
2013-02-09 17:45:00,2013-02-09 17:45:00,1,0.28602085
2013-02-09 22:57:00,2013-02-09 22:57:00,1,0.2674535
2013-02-09 23:44:00,2013-02-09 23:44:00,1,0.56924313
2013-02-10 02:45:00,2013-02-10 02:45:00,1,0.22421965
2013-02-10 20:25:30,2013-02-10 20:25:30,1,0.21863952
2013-02-14 06:10:00,2013-02-14 06:10:00,1,0.21438657
2013-02-15 12:22:30,2013-02-15 12:22:30,1,0.22770438
2013-02-18 06:52:00,2013-02-18 06:52:00,1,0.24567951
2013-02-19 11:39:00,2013-02-19 11:39:00,1,0.2147925
2013-02-19 11:58:30,2013-02-19 11:58:30,1,0.24462329
2013-02-26 21:26:30,2013-02-26 21:26:30,1,0.25587305
2013-02-25 23:53:00,2013-02-25 23:53:00,1,0.25937703
2013-02-25 12:18:30,2013-02-25 12:18:30,1,0.23161316
2013-02-25 03:08:30,2013-02-25 03:08:30,1,0.22295277
2013-02-24 05:18:30,2013-02-24 05:18:30,1,0.22325988
2013-02-23 22:25:00,2013-02-23 22:25:00,1,0.29991806
2013-02-23 17:06:00,2013-02-23 17:06:00,1,0.27116686
2013-02-23 15:00:30,2013-02-23 15:00:30,1,0.25288773
2013-02-19 14:28:00,2013-02-19 14:28:00,1,0.3330146
2013-02-22 15:45:00,2013-02-22 15:45:00,1,0.21314742
2013-02-22 11:58:30,2013-02-22 11:58:30,1,0.25156903
2013-02-21 16:44:30,2013-02-21 16:44:30,1,0.2161524
2013-02-21 03:58:30,2013-02-21 03:58:30,1,0.22632536
2013-02-21 02:12:00,2013-02-21 02:12:00,1,0.21739453
2013-02-20 12:14:30,2013-02-20 12:14:30,1,0.22201604
2013-02-19 16:54:30,2013-02-19 16:54:30,1,0.24519132
2013-02-19 16:01:00,2013-02-19 16:01:00,1,0.25578123
2013-02-23 03:55:30,2013-02-23 03:55:30,1,0.25566027
2008-06-30 18:20:30,2008-06-30 18:20:30,1,0.24207625
2008-06-30 19:23:00,2008-06-30 19:23:00,1,0.2121085
2008-07-01 01:23:30,2008-07-01 01:23:30,1,0.2143054
2008-07-01 21:07:30,2008-07-01 21:07:30,1,0.22067201
2008-07-02 01:13:30,2008-07-02 01:13:30,1,0.27023372
2008-07-02 01:29:30,2008-07-02 01:29:30,1,0.22442077
2008-07-02 03:45:00,2008-07-02 03:45:00,1,0.23162237
2008-07-02 06:09:00,2008-07-02 06:09:00,1,0.22707
2008-07-02 09:25:30,2008-07-02 09:25:30,1,0.2212359
2008-07-02 23:58:30,2008-07-02 23:58:30,1,0.21540502
2008-07-03 07:29:00,2008-07-03 07:29:00,1,0.22128718
2008-07-03 12:11:30,2008-07-03 12:11:30,1,0.21787664
2008-07-03 13:45:00,2008-07-03 13:45:00,1,0.21515703
2008-07-04 08:25:00,2008-07-04 08:25:00,1,0.22954985
2011-05-16 16:30:30,2011-05-16 16:30:30,1,0.24778286
2008-07-05 01:08:30,2008-07-05 01:08:30,1,0.22340132
2008-07-05 05:37:00,2008-07-05 05:37:00,1,0.21501805
2008-07-05 08:33:00,2008-07-05 08:33:00,1,0.21626249
2008-07-05 14:52:00,2008-07-05 14:52:00,1,0.21621373
2008-07-06 14:19:30,2008-07-06 14:19:30,1,0.22526626
2008-07-06 15:02:30,2008-07-06 15:02:30,1,0.21302824
2008-07-06 23:07:00,2008-07-06 23:07:00,1,0.22355366
2008-07-07 02:17:30,2008-07-07 02:17:30,1,0.21360224
2008-07-07 02:33:00,2008-07-07 02:33:00,1,0.22869028
2008-07-07 03:45:00,2008-07-07 03:45:00,1,0.22729583
2008-07-07 21:30:30,2008-07-07 21:30:30,1,0.21743616
2008-07-08 09:24:00,2008-07-08 09:24:00,1,0.2272626
2008-07-08 15:30:00,2008-07-08 15:30:00,1,0.2143993
2008-07-09 12:12:00,2008-07-09 12:12:00,1,0.21971859
2008-07-09 12:51:30,2008-07-09 12:51:30,1,0.23557884
2008-07-04 10:19:00,2008-07-04 10:19:00,1,0.22234403
2008-06-10 03:13:00,2008-06-10 03:13:00,1,0.22452189
2008-06-11 19:37:00,2008-06-11 19:37:00,1,0.21324268
2008-06-12 16:21:30,2008-06-12 16:21:30,1,0.24232545
2008-06-14 08:33:00,2008-06-14 08:33:00,1,0.21239428
2008-06-14 09:33:00,2008-06-14 09:33:00,1,0.23230776
2008-06-14 23:21:30,2008-06-14 23:21:30,1,0.22406694
2008-06-17 00:41:00,2008-06-17 00:41:00,1,0.24798125
2008-06-17 09:22:30,2008-06-17 09:22:30,1,0.27771136
2008-06-17 20:51:30,2008-06-17 20:51:30,1,0.23915339
2008-06-18 03:31:30,2008-06-18 03:31:30,1,0.24889912
2008-06-19 14:51:30,2008-06-19 14:51:30,1,0.21294007
2008-06-19 15:02:30,2008-06-19 15:02:30,1,0.2994566
2008-06-21 07:26:30,2008-06-21 07:26:30,1,0.2832225
2008-06-21 20:09:30,2008-06-21 20:09:30,1,0.2572252
2008-06-22 14:29:00,2008-06-22 14:29:00,1,0.24537212
2008-06-30 15:26:30,2008-06-30 15:26:30,1,0.22167139
2008-06-24 00:35:00,2008-06-24 00:35:00,1,0.21613583
2008-06-24 19:48:30,2008-06-24 19:48:30,1,0.23241897
2008-06-24 20:01:00,2008-06-24 20:01:00,1,0.24660678
2008-06-25 01:53:00,2008-06-25 01:53:00,1,0.23701829
2008-06-25 08:36:00,2008-06-25 08:36:00,1,0.22812407
2008-06-26 11:21:00,2008-06-26 11:21:00,1,0.23589458
2008-06-26 16:20:30,2008-06-26 16:20:30,1,0.2640862
2008-06-27 06:11:30,2008-06-27 06:11:30,1,0.2123324
2008-06-27 13:50:30,2008-06-27 13:50:30,1,0.29061893
2008-06-28 15:02:30,2008-06-28 15:02:30,1,0.21321674
2008-06-28 17:34:30,2008-06-28 17:34:30,1,0.23616618
2008-06-30 01:34:30,2008-06-30 01:34:30,1,0.234375
2008-06-30 04:33:00,2008-06-30 04:33:00,1,0.21661703
2008-06-30 07:29:00,2008-06-30 07:29:00,1,0.21881041
2008-06-30 07:37:00,2008-06-30 07:37:00,1,0.27325934
2008-06-23 03:25:30,2008-06-23 03:25:30,1,0.25033644
2008-07-26 10:54:30,2008-07-26 10:54:30,1,0.24609973
2008-07-27 11:22:30,2008-07-27 11:22:30,1,0.2305644
2008-07-28 05:21:00,2008-07-28 05:21:00,1,0.27150768
2008-07-28 08:17:00,2008-07-28 08:17:00,1,0.2127419
2008-07-29 02:09:00,2008-07-29 02:09:00,1,0.21991476
2008-07-29 22:38:30,2008-07-29 22:38:30,1,0.2541595
2008-07-30 12:19:30,2008-07-30 12:19:30,1,0.22079119
2008-07-31 07:50:30,2008-07-31 07:50:30,1,0.23659101
2008-07-31 16:10:30,2008-07-31 16:10:30,1,0.24794361
2008-08-02 04:44:00,2008-08-02 04:44:00,1,0.22715297
2008-08-04 21:55:00,2008-08-04 21:55:00,1,0.24190423
2008-08-05 22:36:30,2008-08-05 22:36:30,1,0.22151683
2008-08-08 00:06:30,2008-08-08 00:06:30,1,0.24928056
2008-08-08 14:30:30,2008-08-08 14:30:30,1,0.24967945
2008-07-10 20:49:00,2008-07-10 20:49:00,1,0.2255446
2008-08-10 21:25:00,2008-08-10 21:25:00,1,0.21635705
2008-08-11 18:17:00,2008-08-11 18:17:00,1,0.24799743
2008-08-12 13:54:30,2008-08-12 13:54:30,1,0.22716878
2008-08-14 13:45:00,2008-08-14 13:45:00,1,0.24813975
2008-08-14 15:46:30,2008-08-14 15:46:30,1,0.25780624
2008-08-16 07:34:30,2008-08-16 07:34:30,1,0.24815445
2008-08-16 09:08:00,2008-08-16 09:08:00,1,0.32902578
2008-08-16 09:09:30,2008-08-16 09:09:30,1,0.23397197
2008-08-16 09:11:00,2008-08-16 09:11:00,1,0.38858533
2008-08-17 06:06:30,2008-08-17 06:06:30,1,0.2947544
2008-08-17 14:45:00,2008-08-17 14:45:00,1,0.26610756
2008-08-17 18:33:00,2008-08-17 18:33:00,1,0.22892982
2008-08-19 23:31:30,2008-08-19 23:31:30,1,0.23823279
2008-08-20 02:06:30,2008-08-20 02:06:30,1,0.21250564
2008-08-20 11:30:00,2008-08-20 11:30:00,1,0.21503907
2008-08-08 18:25:00,2008-08-08 18:25:00,1,0.23505211
2008-07-12 04:46:30,2008-07-12 04:46:30,1,0.22809358
2008-07-12 15:13:00,2008-07-12 15:13:00,1,0.2338998
2008-07-12 15:29:00,2008-07-12 15:29:00,1,0.22082783
2008-07-12 16:50:30,2008-07-12 16:50:30,1,0.22235544
2008-07-12 19:33:00,2008-07-12 19:33:00,1,0.23556985
2008-07-14 01:32:30,2008-07-14 01:32:30,1,0.22560908
2008-07-14 02:41:30,2008-07-14 02:41:30,1,0.21312377
2008-07-14 17:34:30,2008-07-14 17:34:30,1,0.21427199
2008-07-15 16:30:30,2008-07-15 16:30:30,1,0.22850099
2008-07-15 22:19:30,2008-07-15 22:19:30,1,0.21819772
2008-07-16 01:15:30,2008-07-16 01:15:30,1,0.22283484
2008-07-17 06:57:00,2008-07-17 06:57:00,1,0.21371044
2008-07-17 21:26:30,2008-07-17 21:26:30,1,0.24014255
2008-07-19 03:08:30,2008-07-19 03:08:30,1,0.21470025
2008-07-20 10:02:00,2008-07-20 10:02:00,1,0.25093922
2008-07-25 05:39:00,2008-07-25 05:39:00,1,0.21510631
2008-07-21 12:03:30,2008-07-21 12:03:30,1,0.21977891
2008-07-21 14:30:30,2008-07-21 14:30:30,1,0.22225937
2008-07-21 14:45:00,2008-07-21 14:45:00,1,0.23269235
2008-07-21 19:34:30,2008-07-21 19:34:30,1,0.2467551
2008-07-21 21:45:00,2008-07-21 21:45:00,1,0.22947828
2008-07-22 23:23:30,2008-07-22 23:23:30,1,0.21650916
2008-07-23 03:13:00,2008-07-23 03:13:00,1,0.21525273
2008-07-23 04:43:00,2008-07-23 04:43:00,1,0.22161968
2008-07-23 22:27:30,2008-07-23 22:27:30,1,0.2281249
2008-07-23 23:26:30,2008-07-23 23:26:30,1,0.3240117
2008-07-24 02:54:30,2008-07-24 02:54:30,1,0.2171413
2008-07-24 09:45:30,2008-07-24 09:45:30,1,0.21346517
2008-07-24 13:23:00,2008-07-24 13:23:00,1,0.27908581
2008-07-24 18:25:00,2008-07-24 18:25:00,1,0.23616296
2008-07-25 04:22:30,2008-07-25 04:22:30,1,0.26088017
2008-07-21 10:30:30,2008-07-21 10:30:30,1,0.23073354
2008-04-02 21:05:30,2008-04-02 21:05:30,1,0.23478164
2008-04-02 22:41:00,2008-04-02 22:41:00,1,0.25760996
2008-04-03 11:26:30,2008-04-03 11:26:30,1,0.22988176
2008-04-03 12:59:30,2008-04-03 12:59:30,1,0.21400417
2008-04-03 14:57:00,2008-04-03 14:57:00,1,0.22202799
2008-04-03 15:53:00,2008-04-03 15:53:00,1,0.24375135
2008-04-03 23:26:30,2008-04-03 23:26:30,1,0.21285222
2008-04-04 06:04:00,2008-04-04 06:04:00,1,0.22953
2008-04-04 06:41:00,2008-04-04 06:41:00,1,0.24193937
2008-04-04 08:29:00,2008-04-04 08:29:00,1,0.25853813
2008-04-04 13:02:30,2008-04-04 13:02:30,1,0.219228
2008-04-04 19:21:00,2008-04-04 19:21:00,1,0.35521725
2008-04-04 20:49:00,2008-04-04 20:49:00,1,0.2125532
2008-04-05 08:28:30,2008-04-05 08:28:30,1,0.21661139
2008-06-09 10:14:30,2008-06-09 10:14:30,1,0.21335258
2008-04-05 17:16:00,2008-04-05 17:16:00,1,0.22728042
2008-04-05 19:09:00,2008-04-05 19:09:00,1,0.2121677
2008-04-05 21:37:00,2008-04-05 21:37:00,1,0.23703259
2008-04-06 05:17:00,2008-04-06 05:17:00,1,0.2790347
2008-04-06 23:37:00,2008-04-06 23:37:00,1,0.28003487
2008-04-07 00:01:30,2008-04-07 00:01:30,1,0.23433319
2008-04-07 00:14:30,2008-04-07 00:14:30,1,0.24532351
2008-04-07 20:58:30,2008-04-07 20:58:30,1,0.21272998
2008-04-08 04:14:30,2008-04-08 04:14:30,1,0.21810521
2008-04-08 15:50:30,2008-04-08 15:50:30,1,0.31222054
2008-04-09 00:25:30,2008-04-09 00:25:30,1,0.21168573
2008-04-09 08:43:30,2008-04-09 08:43:30,1,0.2125267
2008-04-09 09:57:00,2008-04-09 09:57:00,1,0.2287416
2008-04-09 21:42:30,2008-04-09 21:42:30,1,0.21750975
2008-04-09 22:59:30,2008-04-09 22:59:30,1,0.21729165
2008-04-05 09:42:30,2008-04-05 09:42:30,1,0.21930449
2008-03-08 07:40:00,2008-03-08 07:40:00,1,0.21502483
2008-03-09 06:52:00,2008-03-09 06:52:00,1,0.2181286
2008-03-12 01:53:00,2008-03-12 01:53:00,1,0.2169003
2008-03-12 04:33:00,2008-03-12 04:33:00,1,0.21461251
2008-03-14 05:02:30,2008-03-14 05:02:30,1,0.22954512
2008-03-14 18:06:30,2008-03-14 18:06:30,1,0.24769713
2008-03-17 09:22:00,2008-03-17 09:22:00,1,0.21496233
2008-03-18 05:26:30,2008-03-18 05:26:30,1,0.23135567
2008-03-18 12:06:30,2008-03-18 12:06:30,1,0.24147126
2008-03-19 22:10:00,2008-03-19 22:10:00,1,0.21809633
2008-03-20 05:09:00,2008-03-20 05:09:00,1,0.23071112
2008-03-20 07:02:30,2008-03-20 07:02:30,1,0.23282667
2008-03-22 06:12:30,2008-03-22 06:12:30,1,0.2187057
2008-03-22 16:46:30,2008-03-22 16:46:30,1,0.21222112
2008-03-22 21:23:30,2008-03-22 21:23:30,1,0.26482174
2008-04-02 14:27:30,2008-04-02 14:27:30,1,0.22284475
2008-03-23 10:14:30,2008-03-23 10:14:30,1,0.24527864
2008-03-23 15:14:30,2008-03-23 15:14:30,1,0.22070403
2008-03-24 00:01:00,2008-03-24 00:01:00,1,0.2495828
2008-03-24 05:48:30,2008-03-24 05:48:30,1,0.21382989
2008-03-24 17:58:00,2008-03-24 17:58:00,1,0.22890835
2008-03-24 18:06:30,2008-03-24 18:06:30,1,0.25695562
2008-03-24 21:02:30,2008-03-24 21:02:30,1,0.24409595
2008-03-26 10:20:00,2008-03-26 10:20:00,1,0.24240005
2008-03-28 07:55:00,2008-03-28 07:55:00,1,0.22227468
2008-03-28 22:41:30,2008-03-28 22:41:30,1,0.21499145
2008-03-30 19:13:00,2008-03-30 19:13:00,1,0.21186659
2008-03-31 01:46:00,2008-03-31 01:46:00,1,0.21774486
2008-03-31 17:10:30,2008-03-31 17:10:30,1,0.288672
2008-04-01 08:27:30,2008-04-01 08:27:30,1,0.23750749
2008-04-02 12:14:30,2008-04-02 12:14:30,1,0.3115494
2008-03-23 07:15:30,2008-03-23 07:15:30,1,0.22637495
2008-05-04 20:41:00,2008-05-04 20:41:00,1,0.21390665
2008-05-05 11:13:00,2008-05-05 11:13:00,1,0.21365298
2008-05-05 21:29:00,2008-05-05 21:29:00,1,0.21347658
2008-05-06 13:18:30,2008-05-06 13:18:30,1,0.22216246
2008-05-06 22:30:30,2008-05-06 22:30:30,1,0.22400932
2008-05-07 05:53:00,2008-05-07 05:53:00,1,0.23289984
2008-05-08 09:50:30,2008-05-08 09:50:30,1,0.23374458
2008-05-11 04:17:00,2008-05-11 04:17:00,1,0.22211236
2008-05-12 08:34:00,2008-05-12 08:34:00,1,0.21447757
2008-05-12 15:50:30,2008-05-12 15:50:30,1,0.21614984
2008-05-14 08:17:30,2008-05-14 08:17:30,1,0.22407831
2008-05-14 19:48:30,2008-05-14 19:48:30,1,0.3017865
2008-05-15 12:45:00,2008-05-15 12:45:00,1,0.27347398
2008-05-19 05:47:30,2008-05-19 05:47:30,1,0.21163341
2008-05-19 20:41:00,2008-05-19 20:41:00,1,0.25609133
2008-04-10 02:22:30,2008-04-10 02:22:30,1,0.2213016
2008-05-21 13:45:00,2008-05-21 13:45:00,1,0.27496594
2008-05-22 00:35:00,2008-05-22 00:35:00,1,0.2800533
2008-05-23 00:44:30,2008-05-23 00:44:30,1,0.23731293
2008-05-24 03:58:30,2008-05-24 03:58:30,1,0.21545611
2008-05-25 00:53:00,2008-05-25 00:53:00,1,0.22102687
2008-06-04 06:49:00,2008-06-04 06:49:00,1,0.32501158
2008-06-04 16:29:00,2008-06-04 16:29:00,1,0.21216932
2008-06-05 03:02:30,2008-06-05 03:02:30,1,0.23603253
2008-06-06 01:07:00,2008-06-06 01:07:00,1,0.21216056
2008-06-06 04:09:30,2008-06-06 04:09:30,1,0.25120413
2008-06-07 04:35:30,2008-06-07 04:35:30,1,0.23997058
2008-06-08 20:02:30,2008-06-08 20:02:30,1,0.25580817
2008-06-09 03:34:30,2008-06-09 03:34:30,1,0.25014505
2008-06-09 03:38:00,2008-06-09 03:38:00,1,0.22956522
2008-06-09 06:33:00,2008-06-09 06:33:00,1,0.21575022
2008-05-19 22:30:30,2008-05-19 22:30:30,1,0.31563774
2008-04-11 01:58:30,2008-04-11 01:58:30,1,0.24736838
2008-04-11 05:42:30,2008-04-11 05:42:30,1,0.31051162
2008-04-11 19:15:00,2008-04-11 19:15:00,1,0.26921582
2008-04-13 00:51:30,2008-04-13 00:51:30,1,0.25012845
2008-04-13 02:46:30,2008-04-13 02:46:30,1,0.22003548
2008-04-13 16:02:30,2008-04-13 16:02:30,1,0.21629238
2008-04-15 22:03:30,2008-04-15 22:03:30,1,0.22947219
2008-04-16 11:25:30,2008-04-16 11:25:30,1,0.2135565
2008-04-16 13:54:30,2008-04-16 13:54:30,1,0.2863303
2008-04-18 17:13:30,2008-04-18 17:13:30,1,0.21728162
2008-04-18 17:16:30,2008-04-18 17:16:30,1,0.21357407
2008-04-19 19:31:30,2008-04-19 19:31:30,1,0.21748935
2008-04-19 23:50:30,2008-04-19 23:50:30,1,0.2158183
2008-04-20 03:18:30,2008-04-20 03:18:30,1,0.22126657
2008-04-21 12:06:30,2008-04-21 12:06:30,1,0.2255337
2008-05-04 19:32:30,2008-05-04 19:32:30,1,0.24384157
2008-04-23 10:41:00,2008-04-23 10:41:00,1,0.22435881
2008-04-26 02:06:30,2008-04-26 02:06:30,1,0.22890443
2008-04-26 04:57:00,2008-04-26 04:57:00,1,0.25614202
2008-04-27 00:54:30,2008-04-27 00:54:30,1,0.24658552
2008-04-27 05:47:00,2008-04-27 05:47:00,1,0.22768916
2008-04-27 09:08:00,2008-04-27 09:08:00,1,0.25188518
2008-04-27 13:10:30,2008-04-27 13:10:30,1,0.23040207
2008-04-27 14:14:30,2008-04-27 14:14:30,1,0.21189918
2008-04-27 18:19:30,2008-04-27 18:19:30,1,0.2352965
2008-04-28 23:48:30,2008-04-28 23:48:30,1,0.23022777
2008-04-29 19:32:00,2008-04-29 19:32:00,1,0.21220614
2008-05-02 08:19:30,2008-05-02 08:19:30,1,0.22779673
2008-05-02 23:58:30,2008-05-02 23:58:30,1,0.27111572
2008-05-04 00:58:30,2008-05-04 00:58:30,1,0.31717604
2008-05-04 01:34:00,2008-05-04 01:34:00,1,0.22458805
2008-04-22 01:45:00,2008-04-22 01:45:00,1,0.22843978
2009-01-23 23:53:00,2009-01-23 23:53:00,1,0.24650672
2009-01-26 09:56:00,2009-01-26 09:56:00,1,0.22291608
2009-01-27 00:46:30,2009-01-27 00:46:30,1,0.2664717
2009-01-27 02:28:30,2009-01-27 02:28:30,1,0.23640046
2009-01-27 02:40:00,2009-01-27 02:40:00,1,0.4104168
2009-01-27 02:44:30,2009-01-27 02:44:30,1,0.27534598
2009-01-27 02:47:30,2009-01-27 02:47:30,1,0.273923
2009-01-27 02:49:00,2009-01-27 02:49:00,1,0.2723617
2009-01-27 02:58:00,2009-01-27 02:58:00,1,0.3306219
2009-01-27 02:59:00,2009-01-27 02:59:00,1,0.30166414
2009-01-27 03:08:30,2009-01-27 03:08:30,1,0.2188786
2009-01-27 03:13:00,2009-01-27 03:13:00,1,0.4542488
2009-01-27 03:14:30,2009-01-27 03:14:30,1,0.24772218
2009-01-27 03:24:00,2009-01-27 03:24:00,1,0.28432882
2008-08-21 06:43:30,2008-08-21 06:43:30,1,0.24014963
2009-01-28 07:10:30,2009-01-28 07:10:30,1,0.22524914
2009-01-29 04:35:30,2009-01-29 04:35:30,1,0.2284892
2009-01-29 20:51:30,2009-01-29 20:51:30,1,0.21571562
2009-01-30 07:26:30,2009-01-30 07:26:30,1,0.25907254
2009-01-30 23:31:30,2009-01-30 23:31:30,1,0.21336009
2009-02-01 13:10:30,2009-02-01 13:10:30,1,0.25439438
2009-02-03 14:30:30,2009-02-03 14:30:30,1,0.21171305
2009-02-03 14:59:30,2009-02-03 14:59:30,1,0.21370617
2009-02-04 01:13:00,2009-02-04 01:13:00,1,0.22599444
2009-02-05 09:46:00,2009-02-05 09:46:00,1,0.24645409
2009-02-06 02:46:30,2009-02-06 02:46:30,1,0.22618419
2009-02-06 06:11:30,2009-02-06 06:11:30,1,0.25364217
2009-02-06 06:58:00,2009-02-06 06:58:00,1,0.23753886
2009-02-07 06:20:00,2009-02-07 06:20:00,1,0.26495773
2009-02-07 17:16:30,2009-02-07 17:16:30,1,0.24591963
2009-01-27 03:28:30,2009-01-27 03:28:30,1,0.2772431
2009-01-05 03:21:00,2009-01-05 03:21:00,1,0.24571906
2009-01-05 12:29:00,2009-01-05 12:29:00,1,0.21429454
2009-01-06 03:53:00,2009-01-06 03:53:00,1,0.224944
2009-01-07 02:50:00,2009-01-07 02:50:00,1,0.27103508
2009-01-07 04:34:00,2009-01-07 04:34:00,1,0.23860289
2009-01-07 05:50:30,2009-01-07 05:50:30,1,0.23462802
2009-01-08 15:45:00,2009-01-08 15:45:00,1,0.2578275
2009-01-08 17:26:30,2009-01-08 17:26:30,1,0.21913953
2009-01-09 00:10:30,2009-01-09 00:10:30,1,0.2656176
2009-01-11 11:26:30,2009-01-11 11:26:30,1,0.23514266
2009-01-11 22:54:00,2009-01-11 22:54:00,1,0.21660976
2009-01-12 16:41:00,2009-01-12 16:41:00,1,0.21716572
2009-01-13 00:45:00,2009-01-13 00:45:00,1,0.21330997
2009-01-14 01:10:30,2009-01-14 01:10:30,1,0.21923396
2009-01-14 01:24:30,2009-01-14 01:24:30,1,0.2662815
2009-01-23 19:27:00,2009-01-23 19:27:00,1,3.2196763
2009-01-15 14:36:00,2009-01-15 14:36:00,1,0.2207867
2009-01-15 23:03:00,2009-01-15 23:03:00,1,0.22683229
2009-01-15 23:05:00,2009-01-15 23:05:00,1,0.27385342
2009-01-15 23:13:00,2009-01-15 23:13:00,1,0.43573043
2009-01-15 23:14:30,2009-01-15 23:14:30,1,0.3362499
2009-01-16 16:25:30,2009-01-16 16:25:30,1,0.21826543
2009-01-18 12:25:00,2009-01-18 12:25:00,1,0.26279035
2009-01-18 20:26:30,2009-01-18 20:26:30,1,0.23823847
2009-01-19 00:33:00,2009-01-19 00:33:00,1,0.21655607
2009-01-20 05:05:00,2009-01-20 05:05:00,1,0.22757483
2009-01-20 09:42:30,2009-01-20 09:42:30,1,0.21801923
2009-01-21 07:34:30,2009-01-21 07:34:30,1,0.22395997
2009-01-23 05:31:30,2009-01-23 05:31:30,1,0.22599186
2009-01-23 19:21:30,2009-01-23 19:21:30,1,0.23271558
2009-01-23 19:24:30,2009-01-23 19:24:30,1,0.27644914
2009-01-15 14:33:00,2009-01-15 14:33:00,1,0.21367545
2009-03-12 06:02:00,2009-03-12 06:02:00,1,0.22301506
2009-03-13 02:30:30,2009-03-13 02:30:30,1,0.3344408
2009-03-13 02:37:30,2009-03-13 02:37:30,1,0.24526845
2009-03-13 02:38:30,2009-03-13 02:38:30,1,0.543094
2009-03-13 02:56:30,2009-03-13 02:56:30,1,0.70158356
